"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"5951-AOFIH","Male",0,"No","No",33,"Yes","No","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",66.4,2245.4,"No"
"4729-XKASR","Male",0,"No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.75,24.75,"Yes"
"3059-NGMXB","Male",0,"Yes","Yes",14,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","No","Mailed check",69.2,944.65,"No"
"8652-YHIYU","Female",0,"No","Yes",16,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",79.5,1264.2,"No"
"5449-FIBXJ","Male",0,"Yes","Yes",19,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.3,2012.7,"Yes"
"3486-HOOGQ","Female",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",79.7,5743.3,"No"
"5061-PBXFW","Female",0,"Yes","Yes",32,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",61.4,1864.65,"No"
"3891-NLXJB","Male",0,"No","No",37,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",40.550000000000004,1390.8500000000001,"No"
"4749-OJKQU","Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.65,302.35,"No"
"0577-WHMEV","Female",0,"Yes","No",16,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",90.7,1374.9,"No"
"3716-LRGXK","Male",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",101.15,6067.400000000001,"No"
"2263-SFSQZ","Male",0,"Yes","Yes",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.95,1222.25,"No"
"9950-MTGYX","Male",0,"Yes","Yes",28,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",20.3,487.95,"No"
"3397-AVTKU","Male",0,"No","No",43,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Electronic check",60.0,2548.55,"No"
"4825-FUREZ","Male",0,"Yes","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",20.25,835.5,"No"
"9837-BMCLM","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.5,242.05,"Yes"
"2672-OJQZP","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.75,44.75,"No"
"7821-DPRQE","Male",0,"Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.7,7320.900000000001,"No"
"6543-XRMYR","Female",1,"No","No",30,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.7,2967.35,"Yes"
"4925-LMHOK","Male",0,"No","No",15,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",58.6,939.7,"Yes"
"1608-GMEWB","Male",1,"No","No",45,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.9,4200.25,"No"
"1455-UGQVH","Male",0,"Yes","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,1037.75,"Yes"
"8410-BGQXN","Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.400000000000002,93.4,"No"
"8280-MQRQN","Female",0,"No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",50.45,50.45,"Yes"
"1619-YWUBB","Female",0,"Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.95,1614.9,"No"
"7611-YKYTC","Male",0,"Yes","Yes",22,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",75.0,1573.95,"No"
"0082-OQIQY","Male",0,"No","No",29,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,2607.6,"No"
"6087-MVHJH","Female",0,"No","No",16,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",88.45,1422.1000000000001,"Yes"
"4603-JANFB","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85000000000001,69.85000000000001,"Yes"
"3018-TFTSU","Male",0,"No","No",12,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",81.7,858.6,"Yes"
"3606-SBKRY","Male",0,"No","No",31,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",50.050000000000004,1523.4,"No"
"4806-KEXQR","Male",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.9,324.3,"Yes"
"0667-NSRGI","Female",0,"Yes","No",48,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",69.55,3435.6,"No"
"7083-YNSKY","Female",0,"No","No",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",25.400000000000002,399.6,"Yes"
"6893-ODYYE","Male",0,"No","No",50,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",90.10000000000001,4549.45,"No"
"9541-ZPSEA","Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Two year","No","Credit card (automatic)",80.35000000000001,5375.150000000001,"No"
"4693-VWVBO","Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.55,61.050000000000004,"No"
"7434-SHXLS","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.900000000000002,20.900000000000002,"Yes"
"5075-JSDKI","Female",0,"No","No",59,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",24.45,1493.1000000000001,"No"
"7908-QCBCA","Female",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.4,69.4,"Yes"
"8644-XYTSV","Male",0,"Yes","No",42,"No","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",40.15,1626.05,"No"
"6711-FLDFB","Female",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,541.15,"Yes"
"7465-ZZRVX","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.35000000000001,70.35000000000001,"No"
"7975-JMZNT","Male",0,"Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",91.7,6075.900000000001,"No"
"7251-XFOIL","Female",0,"No","No",61,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",89.2,5500.6,"No"
"4116-IQRFR","Male",0,"Yes","Yes",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",24.1,73.10000000000001,"No"
"3714-JTVOV","Female",1,"Yes","No",42,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.15,3229.4,"Yes"
"8259-DZLIZ","Female",0,"Yes","Yes",64,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",53.85,3399.85,"No"
"0442-ZXKVS","Female",1,"Yes","No",54,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",115.60000000000001,6431.05,"No"
"7853-WNZSY","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.75,19.75,"No"
"3120-FAZKD","Male",0,"Yes","Yes",54,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.05,1230.9,"No"
"8606-OEGQZ","Female",0,"No","Yes",18,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.3,454.65000000000003,"No"
"0225-ZORZP","Male",0,"No","No",3,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",84.3,235.05,"No"
"4702-IOQDC","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.10000000000001,70.10000000000001,"Yes"
"9489-JMTTN","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.75,6595.900000000001,"No"
"0575-CUQOV","Male",1,"Yes","No",60,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",97.95,5867.0,"No"
"0967-BMLBD","Female",0,"Yes","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.0,196.35,"No"
"6178-KFNHS","Female",0,"No","Yes",12,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",78.3,909.25,"Yes"
"2830-LEWOA","Male",0,"Yes","Yes",61,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",103.9,6449.150000000001,"No"
"5006-MXVRN","Female",0,"No","No",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.7,762.45,"No"
"1264-BYWMS","Male",0,"No","No",55,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.8,5283.95,"Yes"
"9658-WYUFB","Female",0,"No","No",17,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,1617.5,"Yes"
"8327-WKMIE","Male",0,"No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.150000000000002,785.75,"No"
"6917-FIJHC","Female",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26.0,1776.0,"No"
"5329-KRDTM","Male",1,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",77.35000000000001,5396.25,"No"
"7797-EJMDP","Female",0,"No","No",8,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",66.05,574.5,"No"
"3530-VWVGU","Female",0,"Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.900000000000002,400.3,"No"
"2013-SGDXK","Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",84.3,84.3,"Yes"
"6368-NWMCE","Female",0,"No","No",38,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",68.15,2656.3,"No"
"0707-HOVVN","Female",1,"No","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",75.5,5212.650000000001,"No"
"3956-MGXOG","Female",0,"No","No",28,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.60000000000001,2244.9500000000003,"No"
"9274-UARKJ","Female",0,"No","No",15,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",83.2,1130.0,"No"
"0103-CSITQ","Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.4,6252.7,"No"
"3506-LCJDC","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.95,19.95,"Yes"
"8671-KKKOS","Female",0,"Yes","No",46,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",45.550000000000004,2062.15,"No"
"7305-ZWMAJ","Male",0,"Yes","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.7,587.1,"No"
"3934-HXCFZ","Male",0,"Yes","No",23,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",99.25,2186.4,"Yes"
"6578-KRMAW","Male",0,"No","No",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.4,2979.3,"No"
"4860-IJUDE","Male",0,"No","No",13,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.75,956.65,"No"
"7666-WKRON","Female",0,"No","No",39,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Two year","Yes","Electronic check",80.45,3201.55,"Yes"
"9688-YGXVR","Female",0,"No","No",44,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",88.15,3973.2000000000003,"No"
"4910-AQFFX","Male",0,"Yes","Yes",9,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.35000000000001,661.25,"Yes"
"2154-KVJFF","Female",0,"No","No",15,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.75,1111.8500000000001,"Yes"
"5360-LJCNJ","Female",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.15,7555.0,"No"
"9647-ERGBE","Female",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3046.15,"Yes"
"1100-DDVRV","Male",0,"Yes","No",17,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",49.800000000000004,836.35,"No"
"0378-TOVMS","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",85.8,272.2,"Yes"
"4355-HBJHH","Male",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",79.7,5293.400000000001,"Yes"
"6728-WYQBC","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.95,20.95,"No"
"9058-CBREO","Female",1,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.550000000000004,50.550000000000004,"Yes"
"9029-FEGVJ","Female",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",79.3,2570.0,"No"
"0318-QUUOB","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.55,80.55,"Yes"
"6145-NNPNO","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.15,44.15,"No"
"5520-FVEWJ","Female",0,"Yes","Yes",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.5,916.9,"Yes"
"5339-TJFEK","Male",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.5,6487.2,"No"
"5572-ZDXHY","Female",0,"No","No",22,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.3,1855.65,"Yes"
"4625-XMOYM","Female",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",26.25,1988.05,"No"
"1385-TQOZW","Female",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.45,147.55,"No"
"5914-XRFQB","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.8,8424.9,"No"
"3750-CKVKH","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",67.75,116.65,"Yes"
"5944-UGLLK","Male",0,"No","No",53,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.9,3045.75,"No"
"7787-BNTZM","Male",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.150000000000002,130.5,"No"
"2252-ISRNH","Male",0,"Yes","Yes",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",90.35000000000001,767.9,"No"
"9415-TPKRV","Female",0,"Yes","Yes",8,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.75,446.8,"No"
"5322-TEUJK","Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.60000000000001,8100.25,"No"
"4547-KQRTM","Female",0,"No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.05,830.7,"Yes"
"4877-EVATK","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.0,20.0,"Yes"
"1866-DIOQZ","Female",0,"Yes","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",66.8,4689.150000000001,"No"
"8375-KVTHK","Male",0,"Yes","No",68,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.3,6754.35,"No"
"2697-NQBPF","Male",0,"No","No",34,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.35000000000001,3540.65,"No"
"3709-OIJEA","Male",0,"No","No",26,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",85.2,2184.6,"No"
"7639-SUPCW","Female",0,"No","No",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.800000000000004,1054.6,"Yes"
"1386-ZIKUV","Male",0,"No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",18.95,130.55,"No"
"0599-XNYDO","Female",0,"Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.8,1540.3500000000001,"No"
"6377-WHAOX","Female",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.15,6411.25,"No"
"6855-VLGOS","Male",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",20.55,1432.55,"No"
"8999-XXGNS","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",105.75,7629.85,"No"
"8746-OQQRW","Male",0,"No","No",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.25,101.9,"No"
"3181-MIZBN","Male",0,"Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.75,313.40000000000003,"No"
"0471-ARVMX","Female",1,"Yes","No",62,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.85000000000001,6312.900000000001,"No"
"7766-CLTIC","Female",0,"No","No",10,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",60.95,629.5500000000001,"No"
"5650-YLIBA","Male",0,"No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.15,2640.55,"No"
"0825-CPPQH","Female",0,"Yes","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.1,1372.45,"No"
"9084-OAYKL","Male",0,"No","No",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.8,1212.25,"No"
"2400-XIWIO","Female",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.10000000000001,6310.900000000001,"No"
"7524-VRLPL","Male",1,"No","No",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",74.10000000000001,5031.0,"No"
"1069-XAIEM","Female",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.05,85.05,"Yes"
"7569-NMZYQ","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",118.75,8672.45,"No"
"2105-PHWON","Female",0,"Yes","No",33,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",95.0,3008.15,"No"
"1494-EJZDW","Female",0,"Yes","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.150000000000002,220.8,"No"
"4884-TVUQF","Female",1,"No","No",57,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",101.3,5779.6,"No"
"8003-EWNDZ","Female",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",21.2,222.65,"No"
"9256-JTBNZ","Female",0,"No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.3,246.3,"No"
"4658-HCOHW","Female",0,"Yes","Yes",21,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",102.8,2110.15,"Yes"
"2432-TFSMK","Male",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",89.60000000000001,1633.0,"No"
"3440-JPSCL","Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",99.95,547.65,"Yes"
"4929-ROART","Male",0,"No","No",18,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",56.25,969.85,"No"
"1834-ABKHQ","Female",0,"Yes","Yes",52,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",50.95,2610.65,"No"
"1741-WTPON","Male",0,"Yes","Yes",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",115.85000000000001,6567.900000000001,"No"
"3932-IJWDZ","Male",0,"No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.65,4747.85,"No"
"1240-HCBOH","Female",0,"No","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26.1,1759.55,"No"
"3594-KADLU","Male",0,"Yes","No",3,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",35.1,101.10000000000001,"No"
"8065-BVEPF","Male",1,"No","No",65,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.10000000000001,6496.150000000001,"No"
"3796-ENZGF","Male",0,"Yes","No",63,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.25,4234.15,"No"
"1734-ZMNTZ","Female",0,"Yes","Yes",11,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.0,300.7,"No"
"2853-CWQFQ","Male",0,"No","Yes",1,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",59.550000000000004,59.550000000000004,"No"
"0813-TAXXS","Male",0,"No","No",55,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",77.8,4323.35,"No"
"2519-TWKFS","Male",0,"Yes","Yes",25,"Yes","Yes","DSL","No","No","No","Yes","No","No","One year","Yes","Mailed check",55.1,1466.1000000000001,"No"
"2889-FPWRM","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",117.8,8684.8,"Yes"
"6723-CEGQI","Female",0,"No","Yes",65,"No","No phone service","DSL","No","Yes","No","Yes","Yes","No","Two year","No","Mailed check",45.25,2933.9500000000003,"No"
"6987-XQSJT","Female",1,"No","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.5,4370.25,"Yes"
"4732-RRJZC","Male",0,"Yes","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,144.35,"No"
"9499-XPZXM","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",64.75,4804.75,"No"
"4338-EYCER","Male",0,"Yes","No",21,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",54.6,1125.2,"No"
"0311-QYWSS","Female",0,"No","No",6,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.45,314.6,"No"
"8705-DWKTI","Male",0,"No","No",52,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",83.8,4331.4,"No"
